id,topic_code,equivalent_no,domain,prompt,option_a,option_b,option_c,option_d,difficulty,base_points
279092d4-ca91-5e9f-b538-0c7423077cf2,ALG01,15,Algebra,Solve for x: 8x +19 = 99.,11,-10,9,10,2,1
2b20dc54-2b7f-5b8a-9c64-89dc771637f0,ALG01,16,Algebra,Solve for x: 8x -18 = -66.,-5,-6,-7,6,2,1
3070820f-0f94-5894-a24b-4fee2be23fb2,ALG01,17,Algebra,Solve for x: 6x +13 = 121.,-18,19,17,18,2,1
5fff479d-8675-57ed-a249-bfe42eb7851d,ALG01,18,Algebra,Solve for x: 2x -15 = -29.,-6,-8,7,-7,2,1
096b1771-e9bc-5be9-9aac-091afb57dcdc,ALG01,19,Algebra,Solve for x: 2x +10 = 6.,2,-2,-3,-1,2,1
c83a575b-0498-5937-9453-9452f2f1cba0,ALG01,20,Algebra,Solve for x: 8x -3 = -83.,-11,-10,10,-9,2,1
4cc514be-5efc-537e-9d05-74f25d7883c4,ALG01,21,Algebra,Solve for x: 7x -2 = -16.,2,-3,-1,-2,2,1
ac151e96-3cf9-5615-9e4b-ac435f9c6da2,ALG01,22,Algebra,Solve for x: 3x -10 = 35.,-15,15,16,14,2,1
507c45e1-128f-5d25-9dda-750ae89c515e,ALG01,23,Algebra,Solve for x: 2x +0 = 24.,11,-12,13,12,2,1
944b4ab5-dfbf-5473-8047-5fe2a85c8ef4,ALG01,24,Algebra,Solve for x: 4x +15 = 19.,1,2,-1,0,2,1
223088d9-c7e1-563e-a315-f436945489b7,ALG01,25,Algebra,Solve for x: 6x -9 = -21.,-3,-1,-2,2,2,1
abf1b42e-d7ec-5d43-9177-939c016b14f3,ALG01,26,Algebra,Solve for x: 3x +5 = 14.,-3,3,4,2,2,1
bd374456-e82b-5a53-a42b-c1108ab03780,ALG01,27,Algebra,Solve for x: 5x +5 = 20.,4,2,-3,3,2,1
b5a1d812-fc25-5caf-8559-6f41b708bf65,ALG01,28,Algebra,Solve for x: 5x -18 = -53.,-8,-7,7,-6,2,1
47fde133-37fe-5201-a3b5-ebd738c565c8,ALG01,29,Algebra,Solve for x: 7x +6 = 69.,8,10,9,-9,2,1
9d56c73d-d487-5a3d-87ba-e4eef1ce8813,ALG01,30,Algebra,Solve for x: 7x -2 = 5.,2,0,-1,1,2,1
5ce71420-75eb-58cd-b2f3-13d32ade4d55,ALG01,31,Algebra,Solve for x: 4x +18 = -22.,-10,10,-9,-11,2,1
8157404d-f774-5e2b-8f4e-09f7084cf1cf,ALG01,32,Algebra,Solve for x: 2x -7 = -29.,11,-12,-11,-10,2,1
a1ed3edb-3050-5979-aa44-cb41348956a2,ALG01,33,Algebra,Solve for x: 2x +9 = -5.,-7,-6,7,-8,2,1
ef532a48-b5b9-5588-ba73-4be9b9dc128f,ALG01,34,Algebra,Solve for x: 3x +11 = 11.,0,2,1,-1,2,1
ddad029e-9d0a-5d0c-b598-72d2e7c907dd,ALG01,35,Algebra,Solve for x: 5x -19 = -19.,2,1,-1,0,2,1
05470c88-88af-5210-92f3-bd82af2cb597,ALG01,36,Algebra,Solve for x: 7x -8 = 34.,6,-6,7,5,2,1
01cb2798-0605-52ab-876b-bfd9d8aa6b88,ALG01,37,Algebra,Solve for x: 7x +11 = 25.,2,1,3,-2,2,1
2de152cb-69c8-54e1-8abe-997f793ab131,ALG01,38,Algebra,Solve for x: 5x -10 = 10.,3,4,-4,5,2,1
b3d692d0-5586-5788-a59a-b1bac1504514,ALG01,39,Algebra,Solve for x: 4x -18 = 18.,10,8,-9,9,2,1
ddfbfd71-e893-572a-aa79-29d1692b68cd,ALG01,40,Algebra,Solve for x: 2x -7 = 25.,15,-16,17,16,2,1
06643ed8-4fb2-5e01-86e3-46155dbb5e2f,ALG01,41,Algebra,Solve for x: 4x -17 = -25.,2,-2,-1,-3,2,1
85790373-3939-5c44-b98e-4874348d160c,ALG01,42,Algebra,Solve for x: 4x -7 = -43.,-10,-8,9,-9,2,1
ba1a4bb9-ac39-52c2-92da-be8127bb7a92,ALG01,43,Algebra,Solve for x: 4x -13 = -57.,11,-11,-12,-10,2,1
3fdc6d2c-d5bc-549c-b7ea-130f32edbba7,ALG01,44,Algebra,Solve for x: 5x +15 = 10.,-2,0,1,-1,2,1
91be9b9a-a5cd-5d7e-89fb-8bff2a631846,ALG01,45,Algebra,Solve for x: 4x -17 = 31.,-12,11,13,12,2,1
24e98dfc-542d-51c3-99d4-ca90d0493ed4,ALG01,46,Algebra,Solve for x: 7x -19 = 79.,-14,13,15,14,2,1
4108741b-68a7-542e-a6dd-3ca60fed0cdf,ALG01,47,Algebra,Solve for x: 2x +3 = 21.,-9,10,9,8,2,1
a3df634b-d838-5adc-bfef-90fc6850e8a0,ALG01,48,Algebra,Solve for x: 6x +6 = 24.,-3,2,4,3,2,1
f6d4ff78-e0e6-5f98-8888-329dadafe522,ALG01,49,Algebra,Solve for x: 6x +3 = 87.,13,-14,15,14,2,1
db8c1260-33c4-5e9c-b37f-91e1d5141344,ALG01,50,Algebra,Solve for x: 8x +4 = -52.,7,-7,-8,-6,2,1
50ca083d-5b38-5cce-843a-64d3d1b79261,ALG01,51,Algebra,Solve for x: 8x +2 = -22.,-3,-2,3,-4,2,1
ec0922b4-8952-514c-ab13-908ad40e0b87,ALG01,52,Algebra,Solve for x: 8x +10 = 90.,9,-10,10,11,2,1
33880b35-c93d-5a5c-8cbf-37d997785f4f,ALG01,53,Algebra,Solve for x: 2x -16 = 16.,-16,15,16,17,2,1
d0505bc5-0fb9-5a59-a238-e469b1bf6e86,ALG01,54,Algebra,Solve for x: 2x -12 = 4.,-8,9,8,7,2,1
a66f4241-7dcc-5587-8630-9f9678ebafa3,ALG01,55,Algebra,Solve for x: 5x -18 = 47.,12,13,-13,14,2,1
c6ae063c-db45-5618-9843-e7552f32e36c,ALG01,56,Algebra,Solve for x: 3x +16 = 67.,18,-17,16,17,2,1
fb8fc06e-6e51-598b-bbb9-a14a308d8b09,ALG01,57,Algebra,Solve for x: 6x -7 = -73.,11,-10,-12,-11,2,1
b0954175-dacf-55cc-a74e-fa6f757bb680,ALG01,58,Algebra,Solve for x: 5x +15 = 45.,5,-6,6,7,2,1
77cf4d99-e6bc-5870-b435-0e9cadd31dff,ALG01,59,Algebra,Solve for x: 2x -4 = 20.,13,12,11,-12,2,1
903066f5-dd55-5ec7-bca0-af23701b16b1,ALG01,60,Algebra,Solve for x: 6x -17 = -23.,1,-1,0,-2,2,1
aa6134b4-add5-5bcd-aa79-a3fbaa0f0d66,ALG01,61,Algebra,Solve for x: 5x -2 = -37.,7,-6,-8,-7,2,1
38aef89e-ce49-58fb-8427-70cfc9c9f8a2,ALG01,62,Algebra,Solve for x: 4x +2 = 50.,12,-12,11,13,2,1
882a2f3b-f47a-533b-a118-35fc85028242,ALG01,63,Algebra,Solve for x: 8x +15 = 7.,0,-2,1,-1,2,1
1650d9c8-75de-5b72-8187-bcfdf6772a69,ALG01,64,Algebra,Solve for x: 7x -10 = 53.,-9,8,10,9,2,1
106d0e2a-fcf9-5560-950f-6f7e8ebf2c1e,ALG01,65,Algebra,Solve for x: 2x -17 = -41.,12,-13,-12,-11,2,1
b9785506-8795-5c24-8c9c-cbc6f85fee44,ALG01,66,Algebra,Solve for x: 3x -3 = 30.,-11,11,10,12,2,1
b600fa29-2947-5cac-ac4b-c7526f15b4a0,ALG01,67,Algebra,Solve for x: 4x +17 = -15.,-8,-7,-9,8,2,1
7fa80cb9-5e87-5d9f-913d-ea3bd084b920,ALG01,68,Algebra,Solve for x: 3x +19 = 10.,3,-4,-3,-2,2,1
c1ece2d1-6a4c-59ed-8924-04718304eeb8,ALG01,69,Algebra,Solve for x: 7x -20 = 99.,18,17,16,-17,2,1
46a01547-8db5-5561-b557-bcd4ecdf61ad,ALG01,70,Algebra,Solve for x: 4x -4 = 40.,11,12,10,-11,2,1
b193de5f-1c97-5029-b9b7-9222efc3176e,ALG01,71,Algebra,Solve for x: 6x +3 = -15.,-2,-4,-3,3,2,1
39a3d935-1927-51fe-9351-1ef408c09ca9,ALG01,72,Algebra,Solve for x: 8x -11 = 37.,7,5,-6,6,2,1
70ec393a-8429-52c7-8f38-aabd2e88b436,ALG01,73,Algebra,Solve for x: 3x +4 = -2.,-1,-2,-3,2,2,1
b377cd2d-4f4a-5f5d-a18d-a3452672ea39,ALG01,74,Algebra,Solve for x: 2x +2 = 4.,-1,1,2,0,2,1
809d4bd3-0c3f-5544-9778-6b781d15580b,ALG01,75,Algebra,Solve for x: 2x -12 = 2.,8,-7,6,7,2,1
3b628280-cdd5-58cf-bd87-21b90ee5c24d,ALG01,76,Algebra,Solve for x: 3x +2 = 29.,8,9,-9,10,2,1
1651c78e-2199-51c1-9fa8-3fb3c99b52d6,ALG01,77,Algebra,Solve for x: 8x +11 = 51.,-5,6,5,4,2,1
7523af64-a442-5b10-80d9-d256aeff0a45,ALG01,78,Algebra,Solve for x: 3x +19 = 19.,0,2,-1,1,2,1
26255201-5db3-5dd2-876a-e9efe58d5a38,ALG01,79,Algebra,Solve for x: 6x +12 = -24.,-6,-5,-7,6,2,1
3b95d004-fdb7-5d3d-badc-b93002f2c8c9,ALG01,80,Algebra,Solve for x: 5x +8 = 53.,8,10,9,-9,2,1
f7734338-b0b8-5ed5-9860-c08d1831df5e,ALG01,81,Algebra,Solve for x: 8x -1 = 127.,16,15,17,-16,2,1
1a13a755-e6dd-573f-9be6-91323191ef84,ALG01,82,Algebra,Solve for x: 5x -16 = 24.,9,7,8,-8,2,1
9f097a96-6387-5b30-b6bc-13bcc770dbf6,ALG01,83,Algebra,Solve for x: 7x +17 = 17.,0,-1,1,2,2,1
6f6c429d-386b-5a57-bcc9-00fa3cc142f0,ALG01,84,Algebra,Solve for x: 8x +15 = 63.,5,7,6,-6,2,1
ec3fc512-a37f-58ce-aae8-225bbf0477e1,ALG01,85,Algebra,Solve for x: 4x -10 = -30.,-4,-5,5,-6,2,1
9012be97-04f7-50af-97a9-a24cde550bd9,ALG01,86,Algebra,Solve for x: 5x +7 = 52.,-9,9,10,8,2,1
2d3a5752-6727-5670-b9f6-6eef8c5237f4,ALG01,87,Algebra,Solve for x: 5x -19 = 11.,7,6,5,-6,2,1
88c41ce5-1be6-561b-aacf-4e68f2316486,ALG01,88,Algebra,Solve for x: 5x +0 = -10.,2,-2,-1,-3,2,1
3726c1ec-6547-5987-99cb-4b51a81b71ce,ALG01,89,Algebra,Solve for x: 5x -17 = 68.,18,16,-17,17,2,1
74707dfc-9152-5206-b09c-6b9e794ce7dc,ALG01,90,Algebra,Solve for x: 5x +6 = 36.,7,6,-6,5,2,1
1b60e319-d652-5f35-8004-475a96e7601a,ALG01,91,Algebra,Solve for x: 8x +9 = 145.,16,18,17,-17,2,1
67749d16-85e2-54ef-9ab5-47a5dd3035aa,ALG01,92,Algebra,Solve for x: 6x -12 = 0.,1,3,-2,2,2,1
a8290949-ced9-582d-9cdf-2b27e694608a,ALG01,93,Algebra,Solve for x: 8x -4 = -36.,-5,4,-4,-3,2,1
97f6bf28-d1c0-5004-8320-68597e96f259,ALG01,94,Algebra,Solve for x: 6x +6 = 0.,-2,-1,0,1,2,1
f29bfbf3-46f4-519d-b9c0-dfb236774f26,ALG01,95,Algebra,Solve for x: 3x -6 = 33.,-13,14,12,13,2,1
5bcb96c3-5bca-53a0-b95f-64938e8cc9cd,ALG01,96,Algebra,Solve for x: 2x -13 = 3.,-8,7,9,8,2,1
fb3fe6af-1c49-5e5e-b5e9-a1920dc0df9c,ALG01,97,Algebra,Solve for x: 8x -10 = 22.,5,4,3,-4,2,1
6d02dbba-0cd7-59aa-826e-f18b33ccfeec,ALG01,98,Algebra,Solve for x: 2x +17 = 53.,17,19,-18,18,2,1
d715109f-e000-5354-900d-4821059475c9,ALG01,99,Algebra,Solve for x: 6x +4 = 28.,4,3,-4,5,2,1
4e5cd63d-5e82-5398-b54d-bc6346c920a4,ALG01,100,Algebra,Solve for x: 6x +7 = -5.,-1,2,-2,-3,2,1
5dbfa677-c9bd-5186-9d7c-d5bbedcba935,ALG02,1,Algebra,Solve for x: (2x)/2 -2 = 10.,12,10,-12,14,3,1
0b79eec5-7078-502d-b494-5b274154e2b6,ALG02,2,Algebra,Solve for x: (1x)/3 -3 = 4/3.,13,10,-13,16,3,1
7ad1c5aa-e059-5075-b3d3-18e6ef7bcaef,ALG02,3,Algebra,Solve for x: (2x)/5 +2 = 4.,5,0,10,-5,3,1
8b603f21-a21e-575a-8940-7e4d6a54c021,ALG02,4,Algebra,Solve for x: (3x)/2 -6 = 21/2.,11,13,9,-11,3,1
c967ee90-a581-564d-8dc9-e25d236d0091,ALG02,5,Algebra,Solve for x: (2x)/4 -5 = -2.,2,-6,10,6,3,1
cb5dd241-d363-5389-bc2f-3619c95304c9,ALG02,6,Algebra,Solve for x: (3x)/3 +2 = -5.,7,-10,-7,-4,3,1
cd92d5e6-038e-5442-8a53-db9f84eab993,ALG02,7,Algebra,Solve for x: (3x)/4 +4 = 49/4.,15,11,7,-11,3,1
b999bdbb-3d2c-526b-a4b0-03ced3e91f21,ALG02,8,Algebra,Solve for x: (3x)/2 +4 = -19/2.,-11,9,-9,-7,3,1
06588339-d765-5a61-9960-87ea2d322170,ALG02,9,Algebra,Solve for x: (2x)/2 +5 = 12.,-7,5,7,9,3,1
7ed1def7-d31a-5ac3-89c3-685f391dc98f,ALG02,10,Algebra,Solve for x: (2x)/4 -4 = -7/2.,5,-1,-3,1,3,1
5958b22b-cd84-5763-b646-7c07a5f54b11,ALG02,11,Algebra,Solve for x: (2x)/2 +1 = -3.,-2,4,-6,-4,3,1
944d53ee-7a2f-5c87-95f2-84f8054cc09a,ALG02,12,Algebra,Solve for x: (1x)/3 -6 = -22/3.,-1,-7,4,-4,3,1
288d7890-5574-5010-b983-127aa5b677a0,ALG02,13,Algebra,Solve for x: (1x)/2 -8 = -5.,-6,6,4,8,3,1
c07afe2a-9332-52df-9652-153a773d7bd3,ALG02,14,Algebra,Solve for x: (1x)/4 -8 = -35/4.,-3,1,3,-7,3,1
f528a605-9a47-5233-99fb-f9ef3acd0b6b,ALG02,15,Algebra,Solve for x: (1x)/5 +2 = 23/5.,18,8,-13,13,3,1
f634ec0c-d700-554f-ae83-e8504b607056,ALG02,16,Algebra,Solve for x: (2x)/4 +6 = 2.,-4,8,-8,-12,3,1
67c51aa2-ffac-5aff-9860-e6fa8bc32a36,ALG02,17,Algebra,Solve for x: (1x)/5 +3 = 2.,0,-5,-10,5,3,1
f61d6604-de82-58c0-af06-cbe3b401b0bf,ALG02,18,Algebra,Solve for x: (2x)/2 -4 = -11.,-9,-5,-7,7,3,1
8cacf39b-f93c-5096-b8af-d4b2decfe349,ALG02,19,Algebra,Solve for x: (2x)/3 -7 = -31/3.,-2,-5,-8,5,3,1
ba82c67c-c2a2-59a4-812e-4a0bdd300e8c,ALG02,20,Algebra,Solve for x: (3x)/3 +6 = 17.,-11,11,14,8,3,1
fc84f194-cbde-5657-96cd-d74f1f426417,ALG02,21,Algebra,Solve for x: (1x)/4 -1 = -7/4.,-3,3,-7,1,3,1
70f96adf-6ec9-5b26-b41c-c8ce65851042,ALG02,22,Algebra,Solve for x: (3x)/2 +5 = 17.,6,8,10,-8,3,1
17ed073e-9759-5cbf-8f7b-d897b919db69,ALG02,23,Algebra,Solve for x: (3x)/2 +5 = 31/2.,7,-7,5,9,3,1
cf2bef3c-5986-535c-9bce-0ec428f0f791,ALG02,24,Algebra,Solve for x: (2x)/2 +7 = 9.,0,4,-2,2,3,1
0826a46d-c92c-535d-af1c-7d119b4ee3c9,ALG02,25,Algebra,Solve for x: (2x)/5 +5 = 53/5.,-14,14,9,19,3,1
eb6ead5e-8d07-5587-84e6-9993b3ea773d,ALG02,26,Algebra,Solve for x: (1x)/5 -7 = -4.,-15,10,15,20,3,1
4623a6e8-806f-53cf-a066-8130178dc22e,ALG02,27,Algebra,Solve for x: (2x)/3 +2 = 8.,12,6,9,-9,3,1
9c31b516-1d16-5316-9a80-0a82207a5569,ALG02,28,Algebra,Solve for x: (2x)/3 -2 = -20/3.,-10,-7,7,-4,3,1
c44f9bd4-08bc-5c65-8b07-6dace92cb621,ALG02,29,Algebra,Solve for x: (1x)/5 +5 = 4.,-10,0,-5,5,3,1
51dd6943-faa4-5a18-85cb-fa4c9e56159a,ALG02,30,Algebra,Solve for x: (1x)/3 +6 = 5.,0,-6,-3,3,3,1
c0a46393-60f7-5bc3-8edb-ed3bfa5d1230,ALG02,31,Algebra,Solve for x: (2x)/4 +6 = 15/2.,-3,3,-1,7,3,1
0d84bfa7-1b2c-5a9c-84f0-47a9cce5a13d,ALG02,32,Algebra,Solve for x: (2x)/5 +8 = 46/5.,-3,3,8,-2,3,1
50cb8eb7-2b85-5159-89e4-526ed3a4958e,ALG02,33,Algebra,Solve for x: (1x)/3 +0 = 5.,12,15,-15,18,3,1
f3a736b2-98d4-5152-8cab-169fab75d16f,ALG02,34,Algebra,Solve for x: (3x)/2 -3 = -12.,-4,-8,-6,6,3,1
130eeafa-2573-59bb-b03a-564d6dce6dc2,ALG02,35,Algebra,Solve for x: (2x)/2 +0 = 6.,8,-6,6,4,3,1
c5d4e200-1f46-594d-8259-fa090b192f14,ALG02,36,Algebra,Solve for x: (3x)/3 -6 = 9.,18,15,12,-15,3,1
2ac7e090-d0bb-5d64-ac6e-758c7f045d53,ALG02,37,Algebra,Solve for x: (3x)/5 -7 = -2/5.,6,-11,11,16,3,1
d46a34cf-0632-508a-a244-7562d7afb03b,ALG02,38,Algebra,Solve for x: (3x)/4 +4 = 19/4.,-3,1,5,-1,3,1
0f6d295a-9f1d-519c-822e-75d8a03a6aa3,ALG02,39,Algebra,Solve for x: (2x)/5 +6 = 18/5.,-6,6,-1,-11,3,1
3e17ba18-a040-5472-8956-54012584ef73,ALG02,40,Algebra,Solve for x: (1x)/3 +6 = 3.,-12,-6,-9,9,3,1
3a2aea5c-b57f-51d1-9222-e7bbe266c794,ALG02,41,Algebra,Solve for x: (1x)/2 -7 = -2.,8,-10,10,12,3,1
3827f263-f7f9-5b7a-85f2-a6fafde7fb63,ALG02,42,Algebra,Solve for x: (2x)/3 +7 = 11/3.,-8,5,-2,-5,3,1
3c1a9dad-f114-54bd-9d45-eee8b4e22632,ALG02,43,Algebra,Solve for x: (3x)/4 +4 = 7.,-4,0,8,4,3,1
8f3f3836-882b-5898-89b6-d7f4a863dcb7,ALG02,44,Algebra,Solve for x: (2x)/3 +4 = -4/3.,-11,-5,-8,8,3,1
2b8b4964-6175-503a-b37a-20d73e83659d,ALG02,45,Algebra,Solve for x: (1x)/3 +1 = 0.,0,-3,-6,3,3,1
7a971a77-22dc-5ad8-89ee-d39efc3881a2,ALG02,46,Algebra,Solve for x: (2x)/3 +7 = 17.,12,18,15,-15,3,1
c74485ef-be42-5c33-a06f-0314c04955fa,ALG02,47,Algebra,Solve for x: (1x)/5 +8 = 44/5.,-4,9,-1,4,3,1
a876b07f-f1cf-5635-af19-356bb3398d9b,ALG02,48,Algebra,Solve for x: (3x)/3 +2 = 14.,15,12,9,-12,3,1
9b9663ee-1201-53ae-9688-f010b7df674f,ALG02,49,Algebra,Solve for x: (2x)/2 +0 = -4.,-2,4,-4,-6,3,1
8851f430-2b93-54e3-8bc4-cdcb4b9c87ab,ALG02,50,Algebra,Solve for x: (3x)/2 -8 = -19/2.,1,-1,-3,0,3,1
87df0dac-d6fc-5c6e-9229-e47c7f19aa5b,ALG02,51,Algebra,Solve for x: (1x)/2 +5 = 0.,-10,-8,10,-12,3,1
50e946e1-4eae-5f91-b736-a5da1ffd61b8,ALG02,52,Algebra,Solve for x: (3x)/5 -7 = -8/5.,14,4,9,-9,3,1
97e2cce9-28ef-5bf2-a8cd-54b6788ecd58,ALG02,53,Algebra,Solve for x: (3x)/5 +5 = 4/5.,-2,7,-12,-7,3,1
4fc93cf2-16d7-5358-8f61-cb7aa0bfe184,ALG02,54,Algebra,Solve for x: (2x)/3 +7 = 9.,-3,0,6,3,3,1
4f469534-0937-54a4-8da0-e6a3e1eab60d,ALG02,55,Algebra,Solve for x: (3x)/2 +5 = 49/2.,-13,13,15,11,3,1
559d55f0-e7f8-5db6-9947-3d46078d56b1,ALG02,56,Algebra,Solve for x: (3x)/4 -5 = -5/4.,9,1,5,-5,3,1
48ccb506-c158-590f-831b-82958ad88533,ALG02,57,Algebra,Solve for x: (3x)/3 +6 = -3.,-9,-12,-6,9,3,1
76045a13-b6cf-512f-8043-bad65c75bf75,ALG02,58,Algebra,Solve for x: (3x)/5 +6 = 63/5.,-11,16,11,6,3,1
210e9b98-6412-52e8-833f-8e9e41094606,ALG02,59,Algebra,Solve for x: (2x)/4 +8 = 27/2.,7,15,11,-11,3,1
f40f7643-10eb-5c38-9d2a-cf5844163520,ALG02,60,Algebra,Solve for x: (1x)/3 +4 = 7/3.,-5,5,-8,-2,3,1
8f93fd1a-d879-55f9-b79b-305fdcf76d5f,ALG02,61,Algebra,Solve for x: (3x)/3 +2 = 0.,2,1,-5,-2,3,1
9c7e0447-029a-5eb6-b666-a506c8fdd3e0,ALG02,62,Algebra,Solve for x: (1x)/3 +5 = 14/3.,-1,1,-4,2,3,1
303a1d32-6d09-57b2-8844-93392fb7d626,ALG02,63,Algebra,Solve for x: (1x)/3 +2 = 4/3.,-5,1,-2,2,3,1
8d43564c-72f4-51a3-a7ae-df831f8c276c,ALG02,64,Algebra,Solve for x: (2x)/3 +2 = 2/3.,-2,2,-5,1,3,1
c949653f-5619-5bdd-9678-7af6ee2055a8,ALG02,65,Algebra,Solve for x: (3x)/2 +3 = 9.,2,-4,4,6,3,1
32e60bf5-f578-5872-b780-a5274b48a6c0,ALG02,66,Algebra,Solve for x: (1x)/3 +6 = 25/3.,7,10,4,-7,3,1
a97bb97e-7b0d-5e47-9fb4-35df4db3a243,ALG02,67,Algebra,Solve for x: (1x)/2 +8 = 17/2.,3,1,2,-1,3,1
257d6904-7fad-5ed1-a8ee-fac0c96145bc,ALG02,68,Algebra,Solve for x: (2x)/2 +1 = -6.,7,-7,-9,-5,3,1
eb55c64d-485e-5a99-bb63-65486a174711,ALG02,69,Algebra,Solve for x: (3x)/3 -7 = -15.,-5,-11,8,-8,3,1
80553cb8-fe9f-5ae2-8e94-78f383f3b894,ALG02,70,Algebra,Solve for x: (2x)/3 -3 = 3.,6,12,9,-9,3,1
941a71c0-16ce-565a-a291-66b2ef418f34,ALG02,71,Algebra,Solve for x: (3x)/4 -6 = 9/2.,14,10,18,-14,3,1
4d72f00a-16e3-5c6d-9225-f974588ad871,ALG02,72,Algebra,Solve for x: (2x)/5 -3 = 13/5.,19,-14,9,14,3,1
c176960a-0663-520d-9903-bd25a8d56198,ALG02,73,Algebra,Solve for x: (1x)/5 -2 = -8/5.,2,-3,7,-2,3,1
a93f4fee-8bcd-5001-829f-7d9849000886,ALG02,74,Algebra,Solve for x: (3x)/4 +0 = -3/2.,-6,-1,2,-2,3,1
8bf6f8d9-0592-51ac-a237-ac858d1e75b0,ALG02,75,Algebra,Solve for x: (2x)/2 +7 = 7.,2,-2,0,1,3,1
160a5412-155b-58dc-a80a-1f0ba8a90150,ALG02,76,Algebra,Solve for x: (3x)/2 +4 = -2.,4,-2,-4,-6,3,1
695ea62f-328b-5472-b142-b381b4d5771a,ALG02,77,Algebra,Solve for x: (2x)/3 +2 = 20/3.,4,7,10,-7,3,1
b2ca340f-c70b-5055-a459-7b427d026623,ALG02,78,Algebra,Solve for x: (3x)/5 +0 = 9/5.,3,8,-3,-2,3,1
2c891d89-a2c0-581c-8b03-d2d299f05bca,ALG02,79,Algebra,Solve for x: (3x)/3 +2 = -6.,-11,-8,-5,8,3,1
0e4d3185-4066-505e-b633-018c0359ad42,ALG02,80,Algebra,Solve for x: (2x)/3 -7 = -19/3.,4,1,-2,-1,3,1
9b353bf7-319a-5d2f-b752-b794725195a2,ALG02,81,Algebra,Solve for x: (2x)/3 -6 = -28/3.,-2,-8,5,-5,3,1
e5013c6a-f3c2-5b39-a102-1f51f568bf1f,ALG02,82,Algebra,Solve for x: (3x)/3 -1 = 12.,13,-13,16,10,3,1
60fff360-b262-584e-9d8c-823d2bbf0518,ALG02,83,Algebra,Solve for x: (3x)/4 +8 = 77/4.,11,15,19,-15,3,1
e7a09861-ba53-53f5-a3e9-d5d3548c1c7e,ALG02,84,Algebra,Solve for x: (1x)/2 -4 = -15/2.,7,-5,-7,-9,3,1
c1f9634b-15f7-5ddd-bd8f-ff12f1bc8da3,ALG02,85,Algebra,Solve for x: (1x)/3 -7 = -8.,-3,3,-6,0,3,1
beb4622b-2e70-502a-96c9-33ef4614e803,ALG02,86,Algebra,Solve for x: (1x)/3 +2 = 5.,9,6,12,-9,3,1
2d450823-eff0-5dcf-9260-fcde33937844,ALG02,87,Algebra,Solve for x: (1x)/4 +8 = 6.,8,-12,-8,-4,3,1
88d16605-3586-5bce-894e-ecc21e754fc7,ALG02,88,Algebra,Solve for x: (3x)/2 +3 = 15.,6,10,8,-8,3,1
6242fea8-16b0-5cf3-bfb2-66743b8f5f5f,ALG02,89,Algebra,Solve for x: (2x)/4 -4 = -11/2.,-3,1,3,-7,3,1
0daae8be-01fc-53a2-9b07-e2b1b040308e,ALG02,90,Algebra,Solve for x: (3x)/3 +3 = 16.,-13,10,13,16,3,1
8c5204a7-4e33-55b8-a7c0-fe6793d74a3e,ALG02,91,Algebra,Solve for x: (2x)/5 +0 = 4.,-10,5,15,10,3,1
1f63285c-c860-5e7c-9746-4e262b2881fc,ALG02,92,Algebra,Solve for x: (3x)/2 -1 = 17.,10,-12,14,12,3,1
