model_uuid,question_uuid,subject_uuid,accepted_text,normalized_text,model_type,is_primary
993f470b-fb11-5bb7-8f8d-6fbcf84bc345,9a8b4914-7e8d-5e26-b79b-73dbf64d4815,ac4e17de-6058-5a75-8043-59fe7629f8fb,The camera is red.,the camera is red,filled_text,true
0e3d1aba-6c8d-5c8f-9d26-20aa6cd3337f,373cde30-bbb9-5f0a-9740-2eb458111d54,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are old at school.,we are old at school,filled_text,true
7b5715c9-b186-54b1-a2a8-9319af7cd1a1,b66a3197-6f0e-5f46-bf46-3506eeb39b63,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a programmer.,i am a programmer,filled_text,true
3d49ab54-93aa-5411-9e2c-28c1537b3ee8,16a6f1e4-ba6e-59ee-9691-2a5b3c08da92,ac4e17de-6058-5a75-8043-59fe7629f8fb,Nora is quiet.,nora is quiet,filled_text,true
0b4a80c2-ea75-5144-8eba-2d3680ea24f6,8e114091-be42-591e-9b34-9cf0766ad286,ac4e17de-6058-5a75-8043-59fe7629f8fb,Robert and Laylo are at the museum.,robert and laylo are at the museum,filled_text,true
608716dd-c942-5a8c-85db-40322009ad66,b6aa76f6-e208-5b33-9747-ee85fc58d3c4,ac4e17de-6058-5a75-8043-59fe7629f8fb,The bottle is blue.,the bottle is blue,filled_text,true
65db8d1b-cdfb-58e5-b039-98701ab53772,ef3539f7-c4c5-55c8-9ea6-5770440780cc,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are clean at home.,we are clean at home,filled_text,true
61a2df1e-8bca-58bd-af42-cee1b3cd3051,8e403079-eba3-5bde-b9b9-585d9d5ccb3b,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a photographer.,i am a photographer,filled_text,true
0c92ad28-a391-5103-aeba-7cd3a650ed48,716f180e-e470-581e-903a-bd8f9e9b4454,ac4e17de-6058-5a75-8043-59fe7629f8fb,Aziza is friendly.,aziza is friendly,filled_text,true
2b13591b-e983-5fe2-8b65-3b7b215d4059,2b168224-0dc4-5574-9fcd-a0f3fde799c8,ac4e17de-6058-5a75-8043-59fe7629f8fb,Adam and Zara are at the university.,adam and zara are at the university,filled_text,true
b2a2d82d-864f-562d-82bc-a44cf39d7706,fad32b86-7ede-58a9-a5e8-19c43e0cbdc0,ac4e17de-6058-5a75-8043-59fe7629f8fb,The umbrella is expensive.,the umbrella is expensive,filled_text,true
54d90565-e596-5cb2-a208-e769e6c75291,c1a3b89a-af70-5a1d-868c-b7d66c3cc4d5,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are open in the office.,we are open in the office,filled_text,true
f4db155a-91e0-5994-80c5-442f4a9b3ae9,723d5c7c-6144-508d-b14e-014f5de83064,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am an accountant.,i am an accountant,filled_text,true
1bb36ca1-6ffc-50a7-87ea-917dd53599e6,96a49de1-22ce-5f5a-9d4b-0029305361b7,ac4e17de-6058-5a75-8043-59fe7629f8fb,Dilnoza is careful.,dilnoza is careful,filled_text,true
dee64072-262c-54be-ab50-08b3c514a650,fffaf199-0aba-58df-a412-a0ca9ab597f9,ac4e17de-6058-5a75-8043-59fe7629f8fb,Ben and Emily are at the bank.,ben and emily are at the bank,filled_text,true
7efa18dd-e27a-5ad4-b4d9-dd4e130bdf49,bb52bd56-6ff1-577f-8216-4a0741a2f423,ac4e17de-6058-5a75-8043-59fe7629f8fb,The jacket is cheap.,the jacket is cheap,filled_text,true
74e169db-ae40-5f09-81a9-04b7a7731931,69dbccf1-3897-5961-aff6-332f698cd125,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are closed on the trip.,we are closed on the trip,filled_text,true
4b4724be-9861-5c38-860d-bf6b2c6267c2,2accb9ed-f5f6-504d-b685-3c154a34bab1,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a tourist.,i am a tourist,filled_text,true
8ec006b6-d9c2-5692-b323-a65919f35cad,bf23c9ea-7007-5b62-9fc6-efa0a0d8c1c1,ac4e17de-6058-5a75-8043-59fe7629f8fb,Laylo is young.,laylo is young,filled_text,true
0ea98937-149a-50dc-9ef3-b3baa5df5752,10f67de2-359c-59a2-ba4e-b0761c7e7529,ac4e17de-6058-5a75-8043-59fe7629f8fb,Jack and Jane are at the airport.,jack and jane are at the airport,filled_text,true
89d6a837-5d0b-52f9-b593-e3d9f97186ee,ed7eeadf-f8c0-5fb5-b4d6-cffdb91dbacc,ac4e17de-6058-5a75-8043-59fe7629f8fb,The notebook is small.,the notebook is small,filled_text,true
15afdcc2-f7e3-52d5-b4df-73d737bd000c,07b5e22d-721e-5f69-af15-6008d2bded48,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are easy during the lesson.,we are easy during the lesson,filled_text,true
b483f8b1-05f0-515a-b462-d3f0c9b31864,f34af28c-8a1f-5619-9a9d-ef4e09d82e85,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a customer.,i am a customer,filled_text,true
915b6000-d600-5695-b57a-ecdf3422b397,003224ed-ded7-54b4-b6bf-4574091c46e1,ac4e17de-6058-5a75-8043-59fe7629f8fb,Zara is old.,zara is old,filled_text,true
61ac32f4-8a3e-52d5-bfa8-8b35919b9587,ca5cef0a-8cec-522a-8971-c7097a15a90f,ac4e17de-6058-5a75-8043-59fe7629f8fb,Leo and Laura are at the hotel.,leo and laura are at the hotel,filled_text,true
33656d63-6c93-5e12-8478-420b70869f3f,752a8e43-8a17-5863-954c-d7b16f4a12a0,ac4e17de-6058-5a75-8043-59fe7629f8fb,The wallet is large.,the wallet is large,filled_text,true
f9ffb601-d1c5-5ea4-9a6e-8d7f3ed38689,3bc5632a-3e1e-5b44-b177-717d2751b37d,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are difficult before dinner.,we are difficult before dinner,filled_text,true
7118c78b-68eb-5022-81f5-f382f717956a,522797fe-3570-57bf-84ed-2308122b921d,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a waiter.,i am a waiter,filled_text,true
ed0ff11f-b117-5445-99e3-9cd2b6232fd4,4cc67da6-1e6e-525b-9019-01e23b27288e,ac4e17de-6058-5a75-8043-59fe7629f8fb,Emily is clean.,emily is clean,filled_text,true
96657fa7-a7dd-5099-b579-32e8a6cc80cc,2cc276b8-0127-5a81-a33b-c3d1001d2d9a,ac4e17de-6058-5a75-8043-59fe7629f8fb,Omar and Susan are at the shop.,omar and susan are at the shop,filled_text,true
1db3d097-c8e3-55c8-9d49-9217ba20959f,a8902282-cc5e-56c3-8d4e-8088ef8fa9d7,ac4e17de-6058-5a75-8043-59fe7629f8fb,The chair is useful.,the chair is useful,filled_text,true
0264af88-609f-5b73-bfec-1dc5fdf3afb8,aabc6ee2-3837-5ecc-9685-740acbfc0bbe,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are interesting after lunch.,we are interesting after lunch,filled_text,true
1ba1a91d-fc11-5edc-bd4b-ccf7e688d114,fe3ffa85-0d81-5eba-9530-907463d5a49d,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a pilot.,i am a pilot,filled_text,true
3b0a3653-0189-5948-a476-ed53154a8d07,80ec1c5e-327d-55e0-90ce-02c0d1c73a2f,ac4e17de-6058-5a75-8043-59fe7629f8fb,Jane is open.,jane is open,filled_text,true
11deb6c8-aace-586d-9670-aaa6adae8b66,0c4a7f6b-8377-5e91-8740-07de85ed356d,ac4e17de-6058-5a75-8043-59fe7629f8fb,Tim and Helen are at the restaurant.,tim and helen are at the restaurant,filled_text,true
2f75ff15-d98a-53e0-bb57-f54bdb723636,880445e7-0e00-5a45-b652-e022de6753ca,ac4e17de-6058-5a75-8043-59fe7629f8fb,The table is broken.,the table is broken,filled_text,true
0233c1a7-bea4-5e6f-91f1-edfd0564d521,c82708d0-d3e8-5296-91c4-e16a905d67fe,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are happy this week.,we are happy this week,filled_text,true
08d466e5-11bc-53b7-9eaa-e555242bde18,f5126059-d4f0-593c-9d70-aadaabad5ae6,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a farmer.,i am a farmer,filled_text,true
1f69bd7f-91c7-520f-9260-9e66b2073fef,776c220c-55b0-5ea0-ba4a-ddb4709cad09,ac4e17de-6058-5a75-8043-59fe7629f8fb,Laura is closed.,laura is closed,filled_text,true
975bfbd1-0fe0-5f49-b627-dc57e331df2e,cc542a50-42b7-5136-bd20-753fcaed98b5,ac4e17de-6058-5a75-8043-59fe7629f8fb,Mark and Grace are at the cinema.,mark and grace are at the cinema,filled_text,true
4b38703a-2c07-5006-b0b4-6c19288ee6af,e0b28e69-16c1-5429-87e4-13f6ad6f8a0b,ac4e17de-6058-5a75-8043-59fe7629f8fb,The box is here.,the box is here,filled_text,true
3809e825-c0e4-508e-bf57-61f392a7100c,991978db-181f-56bc-aac2-3374862910a8,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are busy on holiday.,we are busy on holiday,filled_text,true
7370465c-c968-59be-aa12-2301566e38f3,bdcbb9f2-0525-540d-9103-37076ec2513c,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am an artist.,i am an artist,filled_text,true
8baa8f8b-268c-5562-bc82-14fe587dc80d,658fc1cf-0e78-55d4-a964-bc239ae948c3,ac4e17de-6058-5a75-8043-59fe7629f8fb,Susan is easy.,susan is easy,filled_text,true
354cc477-02f8-5e33-9dd2-85174a52db2c,69338b9d-c09a-524d-ba0d-212252d39919,ac4e17de-6058-5a75-8043-59fe7629f8fb,Paul and Anna are at the garden.,paul and anna are at the garden,filled_text,true
2024c5e0-7074-56da-9870-715840156a4b,a2dab1bc-5823-574f-8773-9e75191efa3a,ac4e17de-6058-5a75-8043-59fe7629f8fb,The letter is there.,the letter is there,filled_text,true
3a9ffa84-36e4-52f5-92de-177e26cfd8b2,1ab3aade-32e2-5b6a-a1bc-e8cab67a9a6e,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are tired for the meeting.,we are tired for the meeting,filled_text,true
523a2c6a-01a8-55fe-8e30-35ac674ef541,9c313f59-7e92-5803-aa57-13513db2cff4,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a mechanic.,i am a mechanic,filled_text,true
50a7b7ed-8556-5605-9a63-12b02c18aedc,788aa871-2f53-56ac-98c1-ace876428ea2,ac4e17de-6058-5a75-8043-59fe7629f8fb,Helen is difficult.,helen is difficult,filled_text,true
bdf74786-0785-5ab9-be02-591cf874e166,c62a7acc-4de1-5743-9a39-4c07259d27ad,ac4e17de-6058-5a75-8043-59fe7629f8fb,George and Sara are at the classroom.,george and sara are at the classroom,filled_text,true
fbf334c8-732d-548e-9489-cd3859ddf92a,954b2530-5e0b-5089-9435-8cc3f5287b01,ac4e17de-6058-5a75-8043-59fe7629f8fb,The map is mine.,the map is mine,filled_text,true
72a03271-531c-555a-8848-43e0ea5b7008,97d5bfa1-2e61-5ff9-8f1f-23bdc76c8869,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are ready for the exam.,we are ready for the exam,filled_text,true
c4711a1f-50ce-5128-aed7-a7eaa61062e3,e0be81c1-b485-5775-af73-ea6e165b74ba,ac4e17de-6058-5a75-8043-59fe7629f8fb,I am a researcher.,i am a researcher,filled_text,true
f0977895-36ac-5939-9291-37f758dffdfc,839a79a9-6ab2-5214-a6c7-70fac1c9bc5b,ac4e17de-6058-5a75-8043-59fe7629f8fb,Grace is interesting.,grace is interesting,filled_text,true
b0dadffb-b9e2-5759-b464-363e52f2fa24,9abd38af-a7c8-5c16-8e8f-0b0106677230,ac4e17de-6058-5a75-8043-59fe7629f8fb,Ryan and Mary are at the kitchen.,ryan and mary are at the kitchen,filled_text,true
9dd1ddc6-b6ae-56ba-b0cd-62ff2febc2bb,37682d0f-37f4-5375-8b5a-1e6c7ec63775,ac4e17de-6058-5a75-8043-59fe7629f8fb,The watch is yours.,the watch is yours,filled_text,true
0565134b-a20b-5d17-aaf0-b8dfb2e8536e,e19c171e-3386-5e62-99ed-6b795fe36df5,ac4e17de-6058-5a75-8043-59fe7629f8fb,We are hungry for the game.,we are hungry for the game,filled_text,true
523be4f5-0a4a-5255-80d6-fabfa22e6bbd,c4e73be8-ef31-5537-a69a-c0cb1200639b,756976a5-169c-5ad4-b7f9-3277107b702e,She is very kind.,she is very kind,filled_text,true
537b262c-452f-5e26-aa1b-e4c9342df957,94f49633-4841-57fe-a31e-50e7d7265e71,756976a5-169c-5ad4-b7f9-3277107b702e,He is a student.,he is a student,filled_text,true
ba9b5e86-12e6-5fcb-9598-8f390073b47f,3e8b331b-9aed-5fd5-b4ae-fb67dd0becb4,756976a5-169c-5ad4-b7f9-3277107b702e,They study together.,they study together,filled_text,true
96e0c4c3-afa5-59e8-b353-d824c31c883d,ebbb16b0-6538-51ed-a9b0-53c9b78e25db,756976a5-169c-5ad4-b7f9-3277107b702e,We are waiting.,we are waiting,filled_text,true
a04024b0-d975-5ca7-8297-c016b0c5f4b7,71b710e6-4669-53e8-8565-8cdeedaf0091,756976a5-169c-5ad4-b7f9-3277107b702e,It is new.,it is new,filled_text,true
fb81ff94-cc4b-5371-b812-9b93136c6020,69258453-3e7c-5c94-abc7-92cc21603a45,756976a5-169c-5ad4-b7f9-3277107b702e,She is very kind.,she is very kind,filled_text,true
2c489f55-f113-52a7-a6a9-d4c95fa75863,df3b5eed-e024-52c1-a244-03b745a23f91,756976a5-169c-5ad4-b7f9-3277107b702e,He is a student.,he is a student,filled_text,true
298a7598-d674-52a5-9556-ba216f7261e0,cd49b310-df57-5949-b2a2-4b6ec9b5e1ed,756976a5-169c-5ad4-b7f9-3277107b702e,They study together.,they study together,filled_text,true
1ab22507-d840-5a40-b3bb-ccc38869d950,4aea26f5-8e24-5885-abf6-0f8309dd3eec,756976a5-169c-5ad4-b7f9-3277107b702e,We are waiting.,we are waiting,filled_text,true
04e81980-efa3-536b-862a-30f6a1dcd651,9e70c856-7a4a-518b-86f9-7187298a9168,756976a5-169c-5ad4-b7f9-3277107b702e,It is new.,it is new,filled_text,true
928c7268-cdb0-5460-94f5-4155221111b1,50de582a-4a59-5d90-a0c6-e52235aa7726,756976a5-169c-5ad4-b7f9-3277107b702e,She is very kind.,she is very kind,filled_text,true
079fcfc2-1a1f-5c21-9a54-b702fcc4063b,e6dbea88-9da5-5318-a7c5-b54f36be3d26,756976a5-169c-5ad4-b7f9-3277107b702e,He is a student.,he is a student,filled_text,true
688dad0d-fd4c-5f82-9898-aa72e67225ce,d871186a-e1cf-590b-9008-b0d76d34076c,756976a5-169c-5ad4-b7f9-3277107b702e,They study together.,they study together,filled_text,true
ca3a9f9e-68be-5fa3-8dfb-78688b56be77,5b9280af-bf55-5ec8-86bf-4071d1cf8b37,756976a5-169c-5ad4-b7f9-3277107b702e,We are waiting.,we are waiting,filled_text,true
2176100c-c3dd-5f78-8d1f-9de7bd97df07,efff1aee-0648-5603-bedc-4f8355047a03,756976a5-169c-5ad4-b7f9-3277107b702e,It is new.,it is new,filled_text,true
92a0f7da-5259-5b94-96ac-6794fc72d205,f57ff744-b755-5b0c-88d5-d6b87deb8eb2,756976a5-169c-5ad4-b7f9-3277107b702e,She is very kind.,she is very kind,filled_text,true
3ebbd9e7-1745-58da-8e78-b5362beef8fa,4c9cc8e7-5f66-557d-9705-614de44f3bc5,756976a5-169c-5ad4-b7f9-3277107b702e,He is a student.,he is a student,filled_text,true
5cb61b2c-1ef3-5957-8439-71bb3de20f87,bf0b55da-6130-5ac5-9358-6df30d44e95b,756976a5-169c-5ad4-b7f9-3277107b702e,They study together.,they study together,filled_text,true
f7f9b277-786d-5de3-9f62-a7bb64a0f03f,e5dc4a93-f0b0-5685-8f84-9f040759afd9,756976a5-169c-5ad4-b7f9-3277107b702e,We are waiting.,we are waiting,filled_text,true
751d551a-dd62-5b5d-a30f-0c405604a10a,85aa0eeb-1d2a-5117-aa5b-ac354d92e649,756976a5-169c-5ad4-b7f9-3277107b702e,It is new.,it is new,filled_text,true
2434d796-3e54-52f8-bc2d-e1ae6571b620,fe8d5f9f-91cb-5c71-a2a4-86c301544f74,756976a5-169c-5ad4-b7f9-3277107b702e,She is very kind.,she is very kind,filled_text,true
59aab3e5-00d6-5983-82fb-a4817e557e3e,ae02f0c2-b675-5a3f-8758-8be2489c1ab3,756976a5-169c-5ad4-b7f9-3277107b702e,He is a student.,he is a student,filled_text,true
6e10ac20-1044-5a17-8892-a87f6d34a8e5,68979446-c1d7-52b7-affb-f3234f5b713b,756976a5-169c-5ad4-b7f9-3277107b702e,They study together.,they study together,filled_text,true
21ea7150-7a83-51d8-a446-b81a5c7a86d5,4b051d0d-d892-5163-8b53-be2802715525,756976a5-169c-5ad4-b7f9-3277107b702e,We are waiting.,we are waiting,filled_text,true
98ef750d-d102-5028-8107-bddceae7dcd1,f6311047-76d2-5528-a1ad-7bd9a382f86d,756976a5-169c-5ad4-b7f9-3277107b702e,It is new.,it is new,filled_text,true
1348de94-707b-5906-966b-61cca40417da,f96abda3-4b3e-5a12-9888-791a4249a9b8,756976a5-169c-5ad4-b7f9-3277107b702e,She is very kind.,she is very kind,filled_text,true
5b2156f5-1eef-5ff9-ab7c-444089258bc0,c4e7d004-c3c2-5b34-869f-568f0bd26536,756976a5-169c-5ad4-b7f9-3277107b702e,He is a student.,he is a student,filled_text,true
669a83f1-986d-56a3-a28c-6b1187b5d90b,f5d67eb4-941d-5b7e-878a-f4ba56700535,756976a5-169c-5ad4-b7f9-3277107b702e,They study together.,they study together,filled_text,true
b89a83d3-ff7b-55e6-96d5-11538537a82e,6802b703-0289-5815-a105-c9a7a7fbb166,756976a5-169c-5ad4-b7f9-3277107b702e,We are waiting.,we are waiting,filled_text,true
bec0ae44-3ff3-5b3b-8b5c-cbf1e5b5af61,83d77a8f-ea5d-5e85-9e0e-7b7ed9f6512b,756976a5-169c-5ad4-b7f9-3277107b702e,It is new.,it is new,filled_text,true
e87e0644-bf4b-584f-81ce-732ceb21a478,46ab4fb2-ac6f-54ff-ac26-b082d49c3085,756976a5-169c-5ad4-b7f9-3277107b702e,She is very kind.,she is very kind,filled_text,true
562ad547-7c6f-5101-abb2-7dc1ccd4417a,978b2925-407e-5564-9bbd-602bc5882ed0,756976a5-169c-5ad4-b7f9-3277107b702e,He is a student.,he is a student,filled_text,true
f24ba4e0-6755-519b-bde2-d4b726b9824c,d5595b20-3b37-5468-9475-8cebb7d7b49e,756976a5-169c-5ad4-b7f9-3277107b702e,They study together.,they study together,filled_text,true
f50f9f29-0ab7-5610-9c44-4a31806a0a60,8cf5bb39-00e1-565d-aaff-741eff484f30,756976a5-169c-5ad4-b7f9-3277107b702e,We are waiting.,we are waiting,filled_text,true
